date,promo_rate,tail_mean_h4
2024-04-18,0.079070,-0.6007
2024-04-19,0.054054,0.3893
2024-04-22,0.066667,-0.3330
2024-04-23,0.146341,0.0615
2024-04-24,0.081081,0.4516
2024-04-25,0.078947,-0.0658
2024-04-26,0.068966,0.4857
2024-04-29,0.172414,0.3636
2024-04-30,0.120482,-0.2356
2024-05-06,0.277778,0.2120
2024-05-07,0.098592,0.1441
2024-05-08,0.108108,-0.2228
2024-05-09,0.200000,-0.0371
2024-05-10,0.081081,-0.2152
2024-05-13,0.230769,-0.2338
2024-05-14,0.111111,-0.0103
2024-05-15,0.088235,-0.3255
2024-05-16,0.157895,-0.3602
2024-05-17,0.387097,0.7992
2024-05-20,0.142857,0.0946
2024-05-21,0.103448,0.1164
2024-05-22,0.230769,0.0589
2024-05-23,0.161290,0.1757
2024-05-24,0.200000,-0.6437
2024-05-27,0.206897,1.2127
2024-05-28,0.121212,-0.2307
2024-05-29,0.117647,0.2732
2024-05-30,0.181818,-0.1866
2024-05-31,0.238095,-0.3027
2024-06-03,0.000000,0.3593
2024-06-04,0.333333,0.9565
2024-06-05,0.083333,-0.9228
2024-06-06,0.200000,0.0816
2024-06-07,0.117647,0.3742
2024-06-11,0.083333,0.5340
2024-06-12,0.200000,0.0297
2024-06-13,0.117647,-0.3043
2024-06-14,0.200000,0.1288
2024-06-17,0.076923,0.0054
2024-06-18,0.235294,0.4690
2024-06-19,0.031250,-0.4753
2024-06-20,0.166667,-0.5922
2024-06-21,0.117647,-0.3903
2024-06-24,0.181818,-0.7783
2024-06-25,0.133333,0.0624
2024-06-26,0.130435,1.0680
2024-06-27,0.131579,-0.6215
2024-06-28,0.111111,-0.4594
2024-07-01,0.115385,0.2715
2024-07-02,0.214286,-0.1983
2024-07-03,0.280000,-0.2691
2024-07-04,0.100000,-0.5340
2024-07-05,0.090909,0.0416
2024-07-08,0.103448,-0.0938
2024-07-09,0.266667,0.2822
2024-07-10,0.093023,-0.2275
2024-07-11,0.181818,0.1747
2024-07-12,0.086207,-0.2018
2024-07-15,0.136364,0.0144
2024-07-16,0.105263,0.1011
2024-07-17,0.272727,-0.5920
2024-07-18,0.071429,0.0738
2024-07-19,0.275862,0.0524
2024-07-22,0.172414,0.5639
2024-07-23,0.258065,-1.2691
2024-07-24,0.266667,-0.6074
2024-07-25,0.111111,-0.1875
2024-07-26,0.272727,0.2522
2024-07-29,0.239130,0.1216
2024-07-30,0.255814,0.1571
2024-07-31,0.189189,0.2135
2024-08-01,0.121212,-0.2667
2024-08-02,0.108108,-0.4252
2024-08-05,0.225806,-0.2208
2024-08-06,0.321429,1.0598
2024-08-07,0.176471,-0.2530
2024-08-08,0.085714,-0.1571
2024-08-09,0.107143,-0.3092
2024-08-12,0.130435,0.0333
2024-08-13,0.047619,0.8097
2024-08-14,0.344828,-0.1612
2024-08-15,0.285714,0.2464
2024-08-16,0.225806,-0.1847
2024-08-19,0.148148,-0.1097
2024-08-20,0.103448,-0.0175
2024-08-21,0.263158,0.0179
2024-08-22,0.080000,-0.3582
2024-08-23,0.105263,0.0916
2024-08-26,0.181818,0.3703
2024-08-27,0.181818,0.0304
2024-08-28,0.047619,-0.1125
2024-08-29,0.166667,0.0165
2024-08-30,0.194444,-0.8527
2024-09-02,0.044444,-0.6414
2024-09-03,0.238095,0.2309
2024-09-04,0.300000,-0.2333
2024-09-05,0.227273,0.3676
2024-09-06,0.166667,-0.3132
2024-09-09,0.333333,0.3235
2024-09-10,0.151515,0.7074
2024-09-11,0.115385,0.1993
2024-09-12,0.133333,-0.5688
2024-09-13,0.125000,-0.3369
2024-09-18,0.148148,-0.2739
2024-09-19,0.187500,0.1681
2024-09-20,0.159091,0.4579
2024-09-23,0.187500,0.0409
2024-09-24,0.151515,0.3896
2024-09-25,0.214286,-0.1200
2024-09-26,0.192308,1.0597
2024-09-27,0.347458,0.8059
2024-09-30,0.746667,0.0086
2024-10-08,0.470326,3.0976
2024-10-09,0.014245,-3.3967
2024-10-10,0.500000,-1.1162
2024-10-11,0.086207,-0.2828
2024-10-14,0.185185,0.5597
2024-10-15,0.168539,-1.3639
2024-10-16,0.178571,0.1632
2024-10-17,0.114754,-1.0801
2024-10-18,0.303030,-0.1469
2024-10-21,0.226190,0.4373
2024-10-22,0.158537,0.6815
2024-10-23,0.178571,-0.4075
2024-10-24,0.120690,0.3569
2024-10-25,0.288136,0.0567
2024-10-28,0.418182,0.5164
2024-10-29,0.134454,-0.3714
2024-10-30,0.215385,0.6351
2024-10-31,0.325000,0.0761
2024-11-01,0.188119,-0.8143
2024-11-04,0.245614,0.7214
2024-11-05,0.238532,0.2290
2024-11-06,0.213675,-0.6256
2024-11-07,0.253521,0.3685
2024-11-08,0.149606,-0.3085
2024-11-11,0.347222,0.7252
2024-11-12,0.136364,-0.5961
2024-11-13,0.109091,0.7932
2024-11-14,0.145833,-1.1923
2024-11-15,0.263158,-1.5629
2024-11-18,0.270833,-0.4030
2024-11-19,0.115385,2.1427
2024-11-20,0.287671,0.5023
2024-11-21,0.206186,0.2504
2024-11-22,0.189655,-1.9204
2024-11-25,0.606061,1.6049
2024-11-26,0.173469,-0.1343
2024-11-27,0.181818,2.1400
2024-11-28,0.279412,-0.7180
2024-11-29,0.245283,-0.2557
2024-12-02,0.314607,0.0840
2024-12-03,0.168317,0.3528
2024-12-04,0.147541,-0.7325
2024-12-05,0.400000,0.1350
2024-12-06,0.243590,-0.0119
2024-12-09,0.136364,0.5838
2024-12-10,0.205882,-0.7774
2024-12-11,0.294118,0.2908
2024-12-12,0.282828,0.4445
2024-12-13,0.168831,-1.0672
2024-12-16,0.200000,-0.2628
2024-12-17,0.075758,-0.4991
2024-12-18,0.562500,-0.1955
2024-12-19,0.098592,0.2387
2024-12-20,0.196078,0.0398
2024-12-23,0.081967,-0.4726
2024-12-24,0.368421,0.6665
2024-12-25,0.101695,-0.4591
2024-12-26,0.440000,0.2466
2024-12-27,0.081081,-0.2927
2024-12-30,0.057692,0.0951
2024-12-31,0.129032,-0.6715
2025-01-02,0.322581,-0.9662
2025-01-03,0.230769,-0.9516
2025-01-06,0.344828,0.2820
2025-01-07,0.250000,1.5699
2025-01-08,0.149254,0.2927
2025-01-09,0.333333,0.1343
2025-01-10,0.155172,-1.3042
2025-01-13,0.115385,-0.1896
2025-01-14,0.228571,0.4490
2025-01-15,0.163462,-0.1398
2025-01-16,0.194444,0.4116
2025-01-17,0.119048,-0.1993
2025-01-20,0.250000,-0.0978
2025-01-21,0.137255,0.4482
2025-01-22,0.137931,-0.0528
2025-01-23,0.185185,-0.4854
2025-01-24,0.185185,0.5101
2025-01-27,0.098039,-0.3026
2025-02-05,0.290323,0.3807
2025-02-06,0.250000,0.3651
2025-02-07,0.156250,0.0191
2025-02-10,0.285714,0.6091
2025-02-11,0.120000,0.0376
2025-02-12,0.116279,0.6826
2025-02-13,0.169492,-0.7077
2025-02-14,0.189189,0.2823
2025-02-17,0.245614,0.7751
2025-02-18,0.131148,-0.5821
2025-02-19,0.192308,0.5570
2025-02-20,0.184783,0.1036
2025-02-21,0.117647,0.4333
2025-02-24,0.144578,0.4248
2025-02-25,0.101695,-0.3021
2025-02-26,0.131579,0.3039
2025-02-27,0.131579,0.8178
2025-02-28,0.129630,-1.1613
2025-03-03,0.120000,-0.2402
2025-03-04,0.100000,0.5120
2025-03-05,0.145161,0.4067
2025-03-06,0.180000,0.1427
2025-03-07,0.137931,-0.1784
2025-03-10,0.187500,0.4532
2025-03-11,0.152542,1.0415
2025-03-12,0.270270,-0.3839
2025-03-13,0.071429,0.8692
2025-03-14,0.310345,0.1089
2025-03-17,0.161290,0.1751
2025-03-18,0.175000,0.2697
2025-03-19,0.142857,0.1086
2025-03-20,0.269231,-0.3442
2025-03-21,0.205128,0.0993
2025-03-24,0.230769,1.3260
2025-03-25,0.218750,-0.0483
2025-03-26,0.105263,-0.0015
2025-03-27,0.070175,-0.1561
2025-03-28,0.119048,-0.4865
2025-03-31,0.250000,0.9602
2025-04-01,0.200000,0.0275
2025-04-02,0.097561,-0.0421
2025-04-03,0.212121,-0.0435
2025-04-07,0.236842,-0.1429
2025-04-08,0.700000,1.5476
2025-04-09,0.131313,0.4149
2025-04-10,0.158537,-0.3149
2025-04-11,0.071429,-0.5933
2025-04-14,0.112903,0.1186
2025-04-15,0.064103,0.2753
2025-04-16,0.214286,0.6530
2025-04-17,0.266667,-0.2967
2025-04-18,0.140625,-0.3392
2025-04-21,0.236842,0.1446
2025-04-22,0.175000,-0.0693
2025-04-23,0.094340,-0.1097
2025-04-24,0.173913,-0.1658
2025-04-25,0.131579,-0.2047
2025-04-28,0.148148,-0.0972
2025-04-29,0.111111,0.0293
2025-04-30,0.120000,-0.3314
2025-05-06,0.226415,0.3783
2025-05-07,0.166667,0.5636
2025-05-08,0.170732,0.1524
2025-05-09,0.085106,-0.5065
2025-05-12,0.150000,0.3670
2025-05-13,0.102564,-0.1984
2025-05-14,0.297297,-0.0132
2025-05-15,0.200000,-0.0320
2025-05-16,0.285714,-0.1531
2025-05-19,0.380952,0.2032
2025-05-20,0.277778,0.1397
2025-05-21,0.130435,-0.1020
2025-05-22,0.171429,-0.4702
2025-05-23,0.280000,-1.0754
2025-05-26,0.187500,0.2508
2025-05-27,0.266667,0.2823
2025-05-28,0.216216,-0.0287
2025-05-29,0.289474,0.0751
2025-05-30,0.146341,-0.1313
2025-06-03,0.380952,0.0124
2025-06-04,0.250000,0.1876
2025-06-05,0.163265,0.3839
2025-06-06,0.094340,0.2317
2025-06-09,0.250000,0.1943
2025-06-10,0.196078,0.2948
2025-06-11,0.142857,-0.0604
2025-06-12,0.300000,0.3432
2025-06-13,0.065217,-0.2817
2025-06-16,0.302326,0.2028
2025-06-17,0.105263,0.2465
2025-06-18,0.117647,0.1712
2025-06-19,0.185185,-0.2915
2025-06-20,0.160000,-0.3077
2025-06-23,0.289474,0.2412
2025-06-24,0.115385,0.2129
2025-06-25,0.254902,0.4311
2025-06-26,0.304348,0.0093
2025-06-27,0.135135,0.0639
2025-06-30,0.116279,0.3437
2025-07-01,0.190476,0.0503
2025-07-02,0.086957,0.4057
2025-07-03,0.177778,-0.0088
2025-07-04,0.155556,-0.4883
2025-07-07,0.269231,0.1506
2025-07-08,0.211538,0.0800
2025-07-09,0.166667,-0.3120
2025-07-10,0.235294,0.0269
2025-07-11,0.214286,-0.1518
2025-07-14,0.279070,0.1157
2025-07-15,0.139535,0.3785
2025-07-16,0.200000,0.1268
2025-07-17,0.255814,0.1583
2025-07-18,0.225000,0.4437
2025-07-21,0.193548,0.2487
2025-07-22,0.475248,0.3658
2025-07-23,0.000000,-0.5735
2025-07-24,0.153846,0.4319
2025-07-25,0.074074,-0.0061
2025-07-28,0.083333,0.1004
2025-07-29,0.160000,0.6314
2025-07-30,0.161290,0.4424
2025-07-31,0.200000,-0.6322
2025-08-01,0.258065,0.2273
2025-08-04,0.172414,0.5802
2025-08-05,0.136364,0.3431
2025-08-06,0.190476,0.2091
2025-08-07,0.106383,0.0641
2025-08-08,0.116279,0.0820
2025-08-11,0.240000,0.0381
2025-08-12,0.200000,0.1695
2025-08-13,0.406250,0.0611
2025-08-14,0.151515,-0.4760
2025-08-15,0.185185,0.1787
2025-08-18,0.263889,0.1833
2025-08-19,0.210526,0.2746
2025-08-20,0.203390,0.6633
2025-08-21,0.071429,-0.2770
2025-08-22,0.161290,0.4244
2025-08-25,0.155172,0.5365
2025-08-26,0.177419,-0.4711
2025-08-27,0.166667,-1.6378
2025-08-28,0.272727,1.9232
2025-08-29,0.116279,-0.0812
2025-09-01,0.145455,0.1459
2025-09-02,0.095238,-0.0723
2025-09-03,0.137931,-0.5819
2025-09-04,0.217391,-0.4569
2025-09-05,0.096774,0.5946
2025-09-08,0.082353,0.3260
2025-09-09,0.087719,0.3994
2025-09-10,0.225000,0.0163
2025-09-11,0.162162,0.5576
2025-09-12,0.142857,-0.3152
2025-09-15,0.181818,-0.1555
2025-09-16,0.127273,0.1979
2025-09-17,0.145455,-0.0617
2025-09-18,0.145833,-0.7716
2025-09-19,0.200000,0.3281
2025-09-22,0.153846,0.6012
2025-09-23,0.211538,1.1550
2025-09-24,0.258065,0.2792
2025-09-25,0.096774,-0.1746
2025-09-26,0.181818,-0.2792
2025-09-29,0.111111,-0.0533
2025-09-30,0.148936,0.0454
2025-10-09,0.170732,0.0196
2025-10-10,0.128205,-0.3706
2025-10-13,0.173913,0.3033
2025-10-14,0.152174,-0.4113
2025-10-15,0.240000,0.5749
2025-10-16,0.142857,0.0109
2025-10-17,0.269231,-0.7405
2025-10-20,0.185185,0.3125
2025-10-21,0.156250,0.2532
2025-10-22,0.216667,0.0173
2025-10-23,0.090909,1.1333
2025-10-24,0.125000,0.1246
2025-10-27,0.111111,0.2409
2025-10-28,0.153846,0.0433
2025-10-29,0.195652,0.5138
2025-10-30,0.181818,-0.5829
2025-10-31,0.147059,-0.0135
2025-11-03,0.191489,0.1816
2025-11-04,0.176471,0.1421
2025-11-05,0.285714,0.0108
2025-11-06,0.159091,0.1336
2025-11-07,0.160000,-0.0255
2025-11-10,0.075000,0.3370
2025-11-11,0.267857,0.1924
2025-11-12,0.195652,0.1959
2025-11-13,0.194444,0.2771
2025-11-14,0.138462,-0.6579
2025-11-17,0.244898,0.2986
2025-11-18,0.135593,0.1067
2025-11-19,0.275862,-0.1027
2025-11-20,0.157895,-0.0408
2025-11-21,0.076923,-0.7210
2025-11-24,0.500000,-0.1603
2025-11-25,0.098039,-0.3304
2025-11-26,0.203125,-0.2184
2025-11-27,0.111111,-0.4759
2025-11-28,0.121951,0.3905
2025-12-01,0.178571,0.1648
2025-12-02,0.090909,0.0478
2025-12-03,0.193548,0.2158
2025-12-04,0.194444,-0.0380
2025-12-05,0.160000,0.1841
2025-12-08,0.315789,0.0213
2025-12-09,0.195652,-0.1729
2025-12-10,0.228571,0.3652
2025-12-11,0.105263,-0.4439
2025-12-12,0.434783,-0.4167
2025-12-15,0.093750,-0.3437
2025-12-16,0.159091,-0.1776
2025-12-17,0.172414,0.5236
2025-12-18,0.261905,-0.1331
2025-12-19,0.190476,0.0938
2025-12-22,0.203704,-0.0592
2025-12-23,0.133333,-0.0227
2025-12-24,0.125000,0.1149
2025-12-25,0.200000,0.0683
2025-12-26,0.140351,-0.3049
2025-12-29,0.105263,-0.1006
2025-12-30,0.214286,-0.0795
2025-12-31,0.108108,-0.0365
2026-01-05,0.250000,0.1446
2026-01-06,0.318182,0.3026
2026-01-07,0.105263,0.0577
2026-01-08,0.214286,-0.1390
2026-01-09,0.140625,0.4163
2026-01-12,0.369863,0.2207
2026-01-13,0.126866,-0.9594
2026-01-14,0.117647,1.0827
2026-01-15,0.116883,0.1881
2026-01-16,0.071429,-0.2440
2026-01-19,0.176471,0.3572
2026-01-20,0.135135,0.2515
2026-01-21,0.175000,-0.0649
2026-01-22,0.164179,0.1185
2026-01-23,0.127273,0.1847
2026-01-26,0.162791,0.4592
2026-01-27,0.150943,-0.0385
2026-01-28,0.052632,0.1159
2026-01-29,0.173913,0.0078
2026-01-30,0.062500,-0.0924
2026-02-02,0.170732,-1.2941
2026-02-03,0.192308,0.4063
2026-02-04,0.135593,0.8154
2026-02-05,0.148148,-0.1159
2026-02-06,0.093750,-0.8036
2026-02-09,0.250000,0.1412
2026-02-10,0.268657,-0.2149
2026-02-11,0.076923,-0.2626
2026-02-12,0.292683,-0.2601
2026-02-13,0.022727,-0.7113
2026-02-24,0.148148,0.0138
2026-02-25,0.158537,-0.1064
2026-02-26,0.075472,0.2186
2026-02-27,0.113208,0.2600
2026-03-02,0.265625,-0.1303
2026-03-03,0.462687,-0.8640
2026-03-04,0.000000,-0.2373
2026-03-05,0.189189,-0.1066
2026-03-06,0.065574,0.0679
2026-03-09,0.125000,0.0693
2026-03-10,0.133333,0.2227
2026-03-11,0.163265,0.2043
2026-03-12,0.121951,0.0042
2026-03-13,0.093023,-0.5469
2026-03-16,0.085106,0.4083
2026-03-17,0.128205,-0.6553
2026-03-18,0.111111,0.7178
2026-03-19,0.125000,-0.3347
2026-03-20,0.157895,-1.0353
2026-03-23,0.095238,-0.9783
2026-03-24,0.142857,1.7683
2026-03-25,0.263889,0.2294
2026-03-26,0.100000,-0.0296
2026-03-27,0.230769,0.2077
2026-03-30,0.161765,0.2895
2026-03-31,0.108696,-0.6800
2026-04-01,0.088889,0.5986
2026-04-02,0.038462,0.4196
2026-04-03,0.142857,-0.4779
2026-04-07,0.133333,0.0509
2026-04-08,0.111111,0.3499
2026-04-09,0.100000,-0.0427
2026-04-10,0.205128,-0.3793
2026-04-13,0.108696,0.1417
2026-04-14,0.120000,0.8478
2026-04-15,0.177778,-0.2932
2026-04-16,0.108696,0.2106
2026-04-17,0.114286,-0.1337
2026-04-20,0.200000,0.3104
2026-04-21,0.065574,0.3518
2026-04-22,0.155556,0.1708
2026-04-23,0.111111,-0.1626
2026-04-24,0.146341,0.2424
2026-04-27,0.102041,0.1670
2026-04-28,0.127273,0.1366
2026-04-29,0.195652,-0.1439
2026-04-30,0.144444,0.0169
2026-05-06,0.177419,0.0217
2026-05-07,0.202381,0.1730
2026-05-08,0.162500,-0.0168
2026-05-11,0.151899,0.2117
2026-05-12,0.135135,0.1225
2026-05-13,0.275000,0.1234
2026-05-14,0.108696,-0.7382
2026-05-15,0.076923,0.1836
2026-05-18,0.083333,0.4192
2026-05-19,0.211268,0.6174
2026-05-20,0.042254,0.2813
2026-05-21,0.041667,-2.0580
2026-05-22,0.269231,0.0084
2026-05-25,0.200000,0.6716
2026-05-26,0.111111,0.9705
2026-05-27,0.138889,0.4004
2026-05-28,0.125000,-0.2398
2026-05-29,0.054348,-0.2608
2026-06-01,0.190476,-0.3128
2026-06-02,0.130841,-0.0261
2026-06-03,0.125000,-0.2882
2026-06-04,0.109091,0.0095
2026-06-05,0.057971,-0.5751
2026-06-08,0.161765,0.5501
2026-06-09,0.195122,0.8444
2026-06-10,0.108333,0.2157
2026-06-11,0.127273,-0.0014
2026-06-12,0.135593,0.1511
2026-06-15,0.087500,0.5077
2026-06-16,0.191176,0.2387
2026-06-17,0.104651,0.3637
2026-06-18,0.132353,-0.0097
2026-06-22,0.240506,0.9565
2026-06-23,0.142857,-0.2222
2026-06-24,0.095890,0.0874
2026-06-25,0.160920,0.4261
2026-06-26,0.070423,-0.8127
2026-06-29,0.150943,0.0799
2026-06-30,0.195876,0.5983
2026-07-01,0.173554,0.1679
2026-07-02,0.117188,-0.7807
2026-07-03,0.171053,-0.5239
2026-07-06,0.044944,-0.3251
2026-07-07,0.050847,-0.1313
2026-07-08,0.214286,-0.5109
2026-07-09,0.102564,0.6989
2026-07-10,0.132353,-0.7553
